row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
4708,US-2011-112564,2013-04-23,2013-04-24,First Class,TS-21160,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.5020000000000002,3,0.7,-1.7513999999999994
4709,US-2011-150119,2013-04-23,2013-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.37199999999996,2,0.3,-12.05879999999999
4710,US-2011-150119,2013-04-23,2013-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.37199999999996,2,0.3,-12.05879999999999
4711,US-2011-150119,2013-04-23,2013-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,7.488000000000001,8,0.7,-5.241599999999998
4712,US-2011-150119,2013-04-23,2013-04-27,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336000000000002,4,0.2,7.8176
4713,CA-2011-118976,2013-04-28,2013-05-03,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,0,9.386999999999999
4714,CA-2011-118976,2013-04-28,2013-05-03,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,497.61,9,0,129.3786
4715,CA-2011-118976,2013-04-28,2013-05-03,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,5.34,2,0,1.4952
4716,CA-2011-118976,2013-04-28,2013-05-03,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1,0,1.512
4717,CA-2011-140228,2013-04-28,2013-05-03,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,6.911999999999999,3,0.2,2.5056000000000003
4718,CA-2011-140228,2013-04-28,2013-05-03,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.096,3,0.2,2.0321999999999987
4719,CA-2011-140228,2013-04-28,2013-05-03,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",177.568,2,0.2,-37.73319999999999
4720,CA-2011-132983,2013-04-28,2013-05-03,Standard Class,DS-13180,David Smith,Corporate,United States,Jamestown,New York,14701,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0,57.5928
4721,CA-2011-134061,2013-04-29,2013-05-04,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,2,0,5.936399999999999
4722,CA-2011-118304,2013-04-29,2013-05-04,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,19.98,2,0,5.194800000000001
4723,CA-2011-115056,2013-05-02,2013-05-02,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136000000000003,3,0.2,1.9602000000000004
4724,CA-2011-135755,2013-05-03,2013-05-10,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.563799999999997
4725,CA-2011-135755,2013-05-03,2013-05-10,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9497999999999998
4726,CA-2011-155271,2013-05-04,2013-05-04,Same Day,AA-10480,Andrew Allen,Consumer,United States,Middletown,Connecticut,6457,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0,9.8856
4727,CA-2011-166086,2013-05-07,2013-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16.14,3,0,7.9086
4728,CA-2011-166086,2013-05-07,2013-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,194.25,2,0.3,-38.849999999999994
4729,CA-2011-166086,2013-05-07,2013-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3,0,2.5056
4730,CA-2011-166086,2013-05-07,2013-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0,244.2496
4731,CA-2011-116666,2013-05-08,2013-05-10,First Class,KT-16480,Kean Thornton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1799.9699999999998,5,0.4,239.9960000000001
4732,CA-2011-114181,2013-05-10,2013-05-14,Second Class,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,349.965,7,0.5,-216.97830000000002
4733,CA-2011-114181,2013-05-10,2013-05-14,Second Class,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,22.32,5,0.2,5.301
4734,CA-2011-127523,2013-05-11,2013-05-18,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Watertown,New York,13601,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.910000000000004,3,0,9.695699999999999
4735,CA-2011-155887,2013-05-12,2013-05-17,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104
4736,CA-2011-103373,2013-05-18,2013-05-24,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,779.796,2,0.4,-168.95579999999995
4737,CA-2011-164224,2013-05-18,2013-05-20,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3,0.2,3.730800000000002
4738,CA-2011-164224,2013-05-18,2013-05-20,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,15.936000000000002,4,0.2,5.7768000000000015
4739,US-2011-114188,2013-05-20,2013-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0,9.3184
4740,US-2011-114188,2013-05-20,2013-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,0,11.9412
4741,US-2011-114188,2013-05-20,2013-05-22,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7,0,60.139800000000015
4742,CA-2011-152443,2013-05-21,2013-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.85999999999996,7,0,219.4514
4743,CA-2011-152443,2013-05-21,2013-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0,8.790600000000001
4744,CA-2011-152443,2013-05-21,2013-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0,68.84639999999999
4745,US-2011-105767,2013-05-23,2013-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.2820000000000005,2,0.7,-2.6256000000000004
4746,US-2011-105767,2013-05-23,2013-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,9,0.2,2.3813999999999984
4747,US-2011-105767,2013-05-23,2013-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,2,0.4,-10.117800000000003
4748,US-2011-135881,2013-05-23,2013-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,5,0.2,5.837
4749,US-2011-135881,2013-05-23,2013-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,2,0,0.15120000000000022
4750,US-2011-135881,2013-05-23,2013-05-27,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.20320000000001
4751,CA-2011-143413,2013-05-24,2013-05-30,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,3,0,56.977199999999996
4752,CA-2011-100391,2013-05-25,2013-05-29,Standard Class,BW-11065,Barry Weirich,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0,6.725199999999999
4753,CA-2011-105872,2013-05-30,2013-06-06,Standard Class,JG-15160,James Galang,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,70.368,4,0.2,26.387999999999998
4754,CA-2011-103429,2013-05-30,2013-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584000000000003,2,0.2,8.9544
